anchor,anchor-sense,hyponym
footwear,footwear.n.01,lamb
footwear,footwear.n.01,dress
footwear,footwear.n.01,honey
footwear,footwear.n.01,underwear
fastener,fastener.n.01,honey
fastener,fastener.n.01,ostrich
fastener,fastener.n.01,zebra
fastener,fastener.n.01,cantaloupe
fastener,fastener.n.01,lingerie
fastener,fastener.n.01,rabbit
fastener,fastener.n.01,elephant
fastener,fastener.n.01,dustpan
fastener,fastener.n.01,bull
fastener,fastener.n.01,rope
fastener,fastener.n.01,alligator
fastener,fastener.n.01,pea
fastener,fastener.n.01,backscratcher
fastener,fastener.n.01,envelope
fastener,fastener.n.01,stretcher
fastener,fastener.n.01,chickpea
fastener,fastener.n.01,tube top
fastener,fastener.n.01,noodle
fastener,fastener.n.01,whisk
fastener,fastener.n.01,glass
fastener,fastener.n.01,duckling
fastener,fastener.n.01,highlighter
fastener,fastener.n.01,rearview mirror
fastener,fastener.n.01,weasel
fastener,fastener.n.01,maple syrup
fastener,fastener.n.01,chair
fastener,fastener.n.01,rocket
fastener,fastener.n.01,lamb
fastener,fastener.n.01,mirror
fastener,fastener.n.01,coil
fastener,fastener.n.01,crayfish
fastener,fastener.n.01,mandolin
office supply,office_supply.n.00,noodle
office supply,office_supply.n.00,coil
office supply,office_supply.n.00,latch
office supply,office_supply.n.00,spatula
office supply,office_supply.n.00,bolt
office supply,office_supply.n.00,puppy
office supply,office_supply.n.00,alligator
office supply,office_supply.n.00,whisk
office supply,office_supply.n.00,calf
office supply,office_supply.n.00,dustpan
office supply,office_supply.n.00,abacus
office supply,office_supply.n.00,lamb
office supply,office_supply.n.00,elephant
office supply,office_supply.n.00,bassoon
office supply,office_supply.n.00,mirror
office supply,office_supply.n.00,backscratcher
office supply,office_supply.n.00,letter opener
office supply,office_supply.n.00,bull
office supply,office_supply.n.00,sheep
office supply,office_supply.n.00,chain
office supply,office_supply.n.00,tube top
office supply,office_supply.n.00,duckling
office supply,office_supply.n.00,zebra
office supply,office_supply.n.00,stretcher
office supply,office_supply.n.00,rooster
office supply,office_supply.n.00,honey
drink,beverage.n.01,noodle
drink,beverage.n.01,latch
drink,beverage.n.01,rope
drink,beverage.n.01,crayfish
drink,beverage.n.01,pickle
drink,beverage.n.01,puppy
drink,beverage.n.01,goose
drink,beverage.n.01,elephant
drink,beverage.n.01,trident
drink,beverage.n.01,stiletto
drink,beverage.n.01,calf
drink,beverage.n.01,zebra
drink,beverage.n.01,bull
drink,beverage.n.01,cantaloupe
drink,beverage.n.01,mirror
drink,beverage.n.01,rabbit
drink,beverage.n.01,clam
drink,beverage.n.01,scallop
drink,beverage.n.01,tube top
drink,beverage.n.01,lamb
water vehicle,vessel.n.02,lemon
water vehicle,vessel.n.02,chariot
water vehicle,vessel.n.02,prune
water vehicle,vessel.n.02,chain
water vehicle,vessel.n.02,taffy
water vehicle,vessel.n.02,envelope
water vehicle,vessel.n.02,zebra
water vehicle,vessel.n.02,bull
water vehicle,vessel.n.02,tube top
water vehicle,vessel.n.02,coil
water vehicle,vessel.n.02,bus
water vehicle,vessel.n.02,creme brulee
water vehicle,vessel.n.02,honey
water vehicle,vessel.n.02,dustpan
water vehicle,vessel.n.02,latch
water vehicle,vessel.n.02,jam
water vehicle,vessel.n.02,whisk
water vehicle,vessel.n.02,elephant
water vehicle,vessel.n.02,margarita
water vehicle,vessel.n.02,stretcher
auto part,auto_part.n.01,envelope
auto part,auto_part.n.01,lemon
auto part,auto_part.n.01,latch
auto part,auto_part.n.01,alligator
auto part,auto_part.n.01,stretcher
auto part,auto_part.n.01,bassoon
auto part,auto_part.n.01,scoop
auto part,auto_part.n.01,trident
auto part,auto_part.n.01,tube top
auto part,auto_part.n.01,honey
auto part,auto_part.n.01,chain
auto part,auto_part.n.01,police car
auto part,auto_part.n.01,bolt
auto part,auto_part.n.01,hook
auto part,auto_part.n.01,mirror
auto part,auto_part.n.01,whisk
auto part,auto_part.n.01,zebra
auto part,auto_part.n.01,rooster
auto part,auto_part.n.01,rabbit
auto part,auto_part.n.01,duckling
auto part,auto_part.n.01,rope
auto part,auto_part.n.01,bus
auto part,auto_part.n.01,backscratcher
auto part,auto_part.n.01,car
auto part,auto_part.n.01,dustpan
auto part,auto_part.n.01,dynamite
auto part,auto_part.n.01,highlighter
auto part,auto_part.n.01,elephant
auto part,auto_part.n.01,bull
auto part,auto_part.n.01,coil
protective clothing,protective_covering.n.01,tube top
protective clothing,protective_covering.n.01,puppy
protective clothing,protective_covering.n.01,envelope
protective clothing,protective_covering.n.01,dustpan
protective clothing,protective_covering.n.01,highlighter
protective clothing,protective_covering.n.01,lamb
protective clothing,protective_covering.n.01,rooster
protective clothing,protective_covering.n.01,honey
protective clothing,protective_covering.n.01,backscratcher
protective clothing,protective_covering.n.01,latch
protective clothing,protective_covering.n.01,duckling
protective clothing,protective_covering.n.01,chain
protective clothing,protective_covering.n.01,elephant
protective clothing,protective_covering.n.01,bull
protective clothing,protective_covering.n.01,calf
protective clothing,protective_covering.n.01,stretcher
bird,bird.n.01,whale
bird,bird.n.01,mole
bird,bird.n.01,rope
bird,bird.n.01,beaver
bird,bird.n.01,chinchilla
bird,bird.n.01,rabbit
bird,bird.n.01,margarita
bird,bird.n.01,hook
bird,bird.n.01,crayfish
bird,bird.n.01,eel
bird,bird.n.01,maple syrup
bird,bird.n.01,stool
bird,bird.n.01,chair
bird,bird.n.01,jacket
bird,bird.n.01,mirror
bird,bird.n.01,rearview mirror
bird,bird.n.01,catfish
bird,bird.n.01,bat
bird,bird.n.01,squid
bird,bird.n.01,cocktail
bird,bird.n.01,squirrel
bird,bird.n.01,scoop
bird,bird.n.01,bikini
bird,bird.n.01,birdbath
bird,bird.n.01,birdcage
bird,bird.n.01,dynamite
bird,bird.n.01,birdhouse
bird,bird.n.01,lingerie
game,game.n.01,zebra
game,game.n.01,whisk
game,game.n.01,lamb
game,game.n.01,bassoon
game,game.n.01,maple syrup
game,game.n.01,chain
game,game.n.01,elephant
game,game.n.01,coil
game,game.n.01,backscratcher
game,game.n.01,bull
game,game.n.01,highlighter
game,game.n.01,alligator
game,game.n.01,bolt
game,game.n.01,lingerie
game,game.n.01,envelope
game,game.n.01,honey
game,game.n.01,tube top
game,game.n.01,calf
game,game.n.01,latch
game,game.n.01,dustpan
sea animal,marine_animal.n.01,stool
sea animal,marine_animal.n.01,brace
sea animal,marine_animal.n.01,knob
sea animal,marine_animal.n.01,jacket
sea animal,marine_animal.n.01,slug
sea animal,marine_animal.n.01,crayfish
sea animal,marine_animal.n.01,mole
sea animal,marine_animal.n.01,hook
sea animal,marine_animal.n.01,toast
sea animal,marine_animal.n.01,koala
sea animal,marine_animal.n.01,seaweed
sea animal,marine_animal.n.01,glass
sea animal,marine_animal.n.01,rabbit
sea animal,marine_animal.n.01,goose
sea animal,marine_animal.n.01,turkey
sea animal,marine_animal.n.01,maple syrup
sea animal,marine_animal.n.01,chinchilla
sea animal,marine_animal.n.01,beaver
sea animal,marine_animal.n.01,jam
sea animal,marine_animal.n.01,toad
sea animal,marine_animal.n.01,scoop
sea animal,marine_animal.n.01,rack
sea animal,marine_animal.n.01,fork
sea animal,marine_animal.n.01,cantaloupe
sea animal,marine_animal.n.01,aquarium
sea animal,marine_animal.n.01,rope
sea animal,marine_animal.n.01,stiletto
sea animal,marine_animal.n.01,stretcher
sea animal,marine_animal.n.01,hippopotamus
sea animal,marine_animal.n.01,mirror
dessert,dessert.n.01,zebra
dessert,dessert.n.01,chickpea
dessert,dessert.n.01,highlighter
dessert,dessert.n.01,crayfish
dessert,dessert.n.01,rabbit
dessert,dessert.n.01,appetizer
dessert,dessert.n.01,ski boots
dessert,dessert.n.01,envelope
dessert,dessert.n.01,turkey
dessert,dessert.n.01,hook
dessert,dessert.n.01,pickle
dessert,dessert.n.01,tube top
dessert,dessert.n.01,mirror
dessert,dessert.n.01,calf
dessert,dessert.n.01,alligator
dessert,dessert.n.01,latch
dessert,dessert.n.01,cantaloupe
dessert,dessert.n.01,elephant
dessert,dessert.n.01,zucchini
dessert,dessert.n.01,machine gun
dessert,dessert.n.01,bull
dessert,dessert.n.01,duckling
dessert,dessert.n.01,noodle
dessert,dessert.n.01,goose
dessert,dessert.n.01,jacket
dessert,dessert.n.01,rifle
dessert,dessert.n.01,spaghetti
dessert,dessert.n.01,rocket
dessert,dessert.n.01,rope
dessert,dessert.n.01,scallop
dessert,dessert.n.01,lamb
dessert,dessert.n.01,macaroni
dessert,dessert.n.01,lasagna
dessert,dessert.n.01,mussel
dessert,dessert.n.01,bassoon
dessert,dessert.n.01,mandolin
dessert,dessert.n.01,trident
dessert,dessert.n.01,sheep
garden tool,garden_tool.n.01,mirror
garden tool,garden_tool.n.01,duckling
garden tool,garden_tool.n.01,crank
garden tool,garden_tool.n.01,toolbox
garden tool,garden_tool.n.01,plunger
garden tool,garden_tool.n.01,lamb
garden tool,garden_tool.n.01,drill
garden tool,garden_tool.n.01,bull
garden tool,garden_tool.n.01,rope
garden tool,garden_tool.n.01,punch
garden tool,garden_tool.n.01,spatula
garden tool,garden_tool.n.01,wheelbarrow
garden tool,garden_tool.n.01,grinder
garden tool,garden_tool.n.01,honey
garden tool,garden_tool.n.01,zebra
garden tool,garden_tool.n.01,elephant
garden tool,garden_tool.n.01,backscratcher
garden tool,garden_tool.n.01,puppy
