hypernym,hypernym-sense,anchor,anchor-sense,hyponym
produce,produce.n.01,fruit,edible_fruit.n.01,coconut
produce,produce.n.01,fruit,edible_fruit.n.01,cranberry
produce,produce.n.01,fruit,edible_fruit.n.01,fig
produce,produce.n.01,fruit,edible_fruit.n.01,fruit
produce,produce.n.01,fruit,edible_fruit.n.01,grape
produce,produce.n.01,fruit,edible_fruit.n.01,grapefruit
produce,produce.n.01,fruit,edible_fruit.n.01,kiwi
produce,produce.n.01,fruit,edible_fruit.n.01,lemon
produce,produce.n.01,fruit,edible_fruit.n.01,lime
produce,produce.n.01,fruit,edible_fruit.n.01,mango
produce,produce.n.01,fruit,edible_fruit.n.01,melon
produce,produce.n.01,fruit,edible_fruit.n.01,mulberry
produce,produce.n.01,fruit,edible_fruit.n.01,orange
produce,produce.n.01,fruit,edible_fruit.n.01,papaya
produce,produce.n.01,fruit,edible_fruit.n.01,peach
produce,produce.n.01,fruit,edible_fruit.n.01,pear
produce,produce.n.01,fruit,edible_fruit.n.01,pineapple
produce,produce.n.01,fruit,edible_fruit.n.01,plum
produce,produce.n.01,fruit,edible_fruit.n.01,pomegranate
produce,produce.n.01,fruit,edible_fruit.n.01,prune
produce,produce.n.01,fruit,edible_fruit.n.01,raisin
produce,produce.n.01,fruit,edible_fruit.n.01,raspberry
produce,produce.n.01,fruit,edible_fruit.n.01,star fruit
produce,produce.n.01,fruit,edible_fruit.n.01,strawberry
produce,produce.n.01,fruit,edible_fruit.n.01,tomato
produce,produce.n.01,fruit,edible_fruit.n.01,watermelon
artifact,artifact.n.01,furniture,furniture.n.01,air mattress
artifact,artifact.n.01,furniture,furniture.n.01,bassinet
artifact,artifact.n.01,furniture,furniture.n.01,beanbag
artifact,artifact.n.01,furniture,furniture.n.01,bed
artifact,artifact.n.01,furniture,furniture.n.01,bench
artifact,artifact.n.01,furniture,furniture.n.01,bookshelf
artifact,artifact.n.01,furniture,furniture.n.01,bunkbed
artifact,artifact.n.01,furniture,furniture.n.01,cabinet
artifact,artifact.n.01,furniture,furniture.n.01,chair
artifact,artifact.n.01,furniture,furniture.n.01,chest
artifact,artifact.n.01,furniture,furniture.n.01,closet
artifact,artifact.n.01,furniture,furniture.n.01,coat rack
artifact,artifact.n.01,furniture,furniture.n.01,coffee table
artifact,artifact.n.01,furniture,furniture.n.01,cot
artifact,artifact.n.01,furniture,furniture.n.01,couch
artifact,artifact.n.01,furniture,furniture.n.01,counter
artifact,artifact.n.01,furniture,furniture.n.01,crib
artifact,artifact.n.01,furniture,furniture.n.01,desk
artifact,artifact.n.01,furniture,furniture.n.01,dresser
artifact,artifact.n.01,furniture,furniture.n.01,filing cabinet
artifact,artifact.n.01,furniture,furniture.n.01,footrest
artifact,artifact.n.01,furniture,furniture.n.01,hammock
artifact,artifact.n.01,furniture,furniture.n.01,highchair
artifact,artifact.n.01,furniture,furniture.n.01,lectern
artifact,artifact.n.01,furniture,furniture.n.01,loveseat
artifact,artifact.n.01,furniture,furniture.n.01,mattress
artifact,artifact.n.01,furniture,furniture.n.01,nightstand
artifact,artifact.n.01,furniture,furniture.n.01,ottoman
artifact,artifact.n.01,furniture,furniture.n.01,rack
artifact,artifact.n.01,furniture,furniture.n.01,rack
artifact,artifact.n.01,furniture,furniture.n.01,recliner
artifact,artifact.n.01,furniture,furniture.n.01,rocking chair
artifact,artifact.n.01,furniture,furniture.n.01,shelf
artifact,artifact.n.01,furniture,furniture.n.01,sofa bed
artifact,artifact.n.01,furniture,furniture.n.01,step stool
artifact,artifact.n.01,furniture,furniture.n.01,stool
artifact,artifact.n.01,furniture,furniture.n.01,table
artifact,artifact.n.01,furniture,furniture.n.01,throne
artifact,artifact.n.01,furniture,furniture.n.01,workbench
activity,activity.n.01,game,game.n.01,backgammon
activity,activity.n.01,game,game.n.01,board game
activity,activity.n.01,game,game.n.01,checkers
activity,activity.n.01,game,game.n.01,chessboard
activity,activity.n.01,game,game.n.01,computer
activity,activity.n.01,game,game.n.01,dice
activity,activity.n.01,game,game.n.01,domino
activity,activity.n.01,game,game.n.01,game
activity,activity.n.01,game,game.n.01,hopscotch
activity,activity.n.01,game,game.n.01,jigsaw puzzle
activity,activity.n.01,game,game.n.01,jump rope
activity,activity.n.01,game,game.n.01,pinball
activity,activity.n.01,game,game.n.01,playing card
activity,activity.n.01,game,game.n.01,scrabble
activity,activity.n.01,game,game.n.01,shuffleboard
activity,activity.n.01,game,game.n.01,slot machine
activity,activity.n.01,game,game.n.01,ticktacktoe
activity,activity.n.01,game,game.n.01,videogame
activity,activity.n.01,game,game.n.01,yo-yo
tool,tool.n.01,garden tool,garden_tool.n.01,axe
tool,tool.n.01,garden tool,garden_tool.n.01,chainsaw
tool,tool.n.01,garden tool,garden_tool.n.01,clipper
tool,tool.n.01,garden tool,garden_tool.n.01,hatchet
tool,tool.n.01,garden tool,garden_tool.n.01,hoe
tool,tool.n.01,garden tool,garden_tool.n.01,hose
tool,tool.n.01,garden tool,garden_tool.n.01,lawnmower
tool,tool.n.01,garden tool,garden_tool.n.01,pickax
tool,tool.n.01,garden tool,garden_tool.n.01,pitchfork
tool,tool.n.01,garden tool,garden_tool.n.01,rake
tool,tool.n.01,garden tool,garden_tool.n.01,saw
tool,tool.n.01,garden tool,garden_tool.n.01,scissors
tool,tool.n.01,garden tool,garden_tool.n.01,shears
tool,tool.n.01,garden tool,garden_tool.n.01,shovel
tool,tool.n.01,garden tool,garden_tool.n.01,sickle
tool,tool.n.01,garden tool,garden_tool.n.01,trowel
tool,tool.n.01,garden tool,garden_tool.n.01,watering can
instrument,implement.n.01,tool,tool.n.01,axe
instrument,implement.n.01,tool,tool.n.01,blowtorch
instrument,implement.n.01,tool,tool.n.01,bolt
instrument,implement.n.01,tool,tool.n.01,bracket
instrument,implement.n.01,tool,tool.n.01,button
instrument,implement.n.01,tool,tool.n.01,cable
instrument,implement.n.01,tool,tool.n.01,can opener
instrument,implement.n.01,tool,tool.n.01,chain
instrument,implement.n.01,tool,tool.n.01,chainsaw
instrument,implement.n.01,tool,tool.n.01,charger
instrument,implement.n.01,tool,tool.n.01,chicken wire
instrument,implement.n.01,tool,tool.n.01,chisel
instrument,implement.n.01,tool,tool.n.01,clasp
instrument,implement.n.01,tool,tool.n.01,cleaver
instrument,implement.n.01,tool,tool.n.01,clipper
instrument,implement.n.01,tool,tool.n.01,coil
instrument,implement.n.01,tool,tool.n.01,combination lock
instrument,implement.n.01,tool,tool.n.01,cord
instrument,implement.n.01,tool,tool.n.01,corkscrew
instrument,implement.n.01,tool,tool.n.01,crank
instrument,implement.n.01,tool,tool.n.01,crowbar
instrument,implement.n.01,tool,tool.n.01,doorhandle
instrument,implement.n.01,tool,tool.n.01,doorknob
instrument,implement.n.01,tool,tool.n.01,doorknocker
instrument,implement.n.01,tool,tool.n.01,drill
instrument,implement.n.01,tool,tool.n.01,duct
instrument,implement.n.01,tool,tool.n.01,faucet
instrument,implement.n.01,tool,tool.n.01,file
instrument,implement.n.01,tool,tool.n.01,gear
instrument,implement.n.01,tool,tool.n.01,hammer
instrument,implement.n.01,tool,tool.n.01,handle
instrument,implement.n.01,tool,tool.n.01,hinge
instrument,implement.n.01,tool,tool.n.01,hook
instrument,implement.n.01,tool,tool.n.01,hook
instrument,implement.n.01,tool,tool.n.01,hose
instrument,implement.n.01,tool,tool.n.01,jackhammer
instrument,implement.n.01,tool,tool.n.01,key
instrument,implement.n.01,tool,tool.n.01,knob
instrument,implement.n.01,tool,tool.n.01,ladder
instrument,implement.n.01,tool,tool.n.01,latch
instrument,implement.n.01,tool,tool.n.01,light switch
instrument,implement.n.01,tool,tool.n.01,lightbulb
instrument,implement.n.01,tool,tool.n.01,lock
instrument,implement.n.01,tool,tool.n.01,mallet
instrument,implement.n.01,tool,tool.n.01,nail
instrument,implement.n.01,tool,tool.n.01,padlock
instrument,implement.n.01,tool,tool.n.01,peg
instrument,implement.n.01,tool,tool.n.01,pickax
instrument,implement.n.01,tool,tool.n.01,pipe
instrument,implement.n.01,tool,tool.n.01,pliers
instrument,implement.n.01,tool,tool.n.01,plug
instrument,implement.n.01,tool,tool.n.01,plunger
instrument,implement.n.01,tool,tool.n.01,rake
instrument,implement.n.01,tool,tool.n.01,ratchet
instrument,implement.n.01,tool,tool.n.01,saw
instrument,implement.n.01,tool,tool.n.01,sawhorse
instrument,implement.n.01,tool,tool.n.01,scraper
instrument,implement.n.01,tool,tool.n.01,screw
instrument,implement.n.01,tool,tool.n.01,screwdriver
instrument,implement.n.01,tool,tool.n.01,shears
instrument,implement.n.01,tool,tool.n.01,shovel
instrument,implement.n.01,tool,tool.n.01,sledgehammer
instrument,implement.n.01,tool,tool.n.01,soldering iron
instrument,implement.n.01,tool,tool.n.01,spark plug
instrument,implement.n.01,tool,tool.n.01,staple gun
instrument,implement.n.01,tool,tool.n.01,strainer
instrument,implement.n.01,tool,tool.n.01,switch
instrument,implement.n.01,tool,tool.n.01,tack
instrument,implement.n.01,tool,tool.n.01,tank
instrument,implement.n.01,tool,tool.n.01,thermometer
instrument,implement.n.01,tool,tool.n.01,tool
instrument,implement.n.01,tool,tool.n.01,trowel
instrument,implement.n.01,tool,tool.n.01,tweezers
instrument,implement.n.01,tool,tool.n.01,valve
instrument,implement.n.01,tool,tool.n.01,vise
instrument,implement.n.01,tool,tool.n.01,wedge
instrument,implement.n.01,tool,tool.n.01,wire
instrument,implement.n.01,tool,tool.n.01,wire cutters
instrument,implement.n.01,tool,tool.n.01,wrench
clothing,clothing.n.01,headwear,headgear.n.01,bandanna
clothing,clothing.n.01,headwear,headgear.n.01,beanie
clothing,clothing.n.01,headwear,headgear.n.01,bonnet
clothing,clothing.n.01,headwear,headgear.n.01,bowler hat
clothing,clothing.n.01,headwear,headgear.n.01,crown
clothing,clothing.n.01,headwear,headgear.n.01,football helmet
clothing,clothing.n.01,headwear,headgear.n.01,hairnet
clothing,clothing.n.01,headwear,headgear.n.01,hat
clothing,clothing.n.01,headwear,headgear.n.01,headband
clothing,clothing.n.01,headwear,headgear.n.01,headdress
clothing,clothing.n.01,headwear,headgear.n.01,headscarf
clothing,clothing.n.01,headwear,headgear.n.01,helmet
clothing,clothing.n.01,headwear,headgear.n.01,hood
clothing,clothing.n.01,headwear,headgear.n.01,sombrero
clothing,clothing.n.01,headwear,headgear.n.01,tiara
clothing,clothing.n.01,headwear,headgear.n.01,top hat
clothing,clothing.n.01,headwear,headgear.n.01,turban
clothing,clothing.n.01,headwear,headgear.n.01,veil
clothing,clothing.n.01,headwear,headgear.n.01,wig
appliance,appliance.n.01,home appliance,home_appliance.n.01,air conditioner
appliance,appliance.n.01,home appliance,home_appliance.n.01,blender
appliance,appliance.n.01,home appliance,home_appliance.n.01,blower
appliance,appliance.n.01,home appliance,home_appliance.n.01,coffeemaker
appliance,appliance.n.01,home appliance,home_appliance.n.01,cooker
appliance,appliance.n.01,home appliance,home_appliance.n.01,cooler
appliance,appliance.n.01,home appliance,home_appliance.n.01,curling iron
appliance,appliance.n.01,home appliance,home_appliance.n.01,dishwasher
appliance,appliance.n.01,home appliance,home_appliance.n.01,dryer
appliance,appliance.n.01,home appliance,home_appliance.n.01,fan
appliance,appliance.n.01,home appliance,home_appliance.n.01,flatiron
appliance,appliance.n.01,home appliance,home_appliance.n.01,food processor
appliance,appliance.n.01,home appliance,home_appliance.n.01,freezer
appliance,appliance.n.01,home appliance,home_appliance.n.01,hairdryer
appliance,appliance.n.01,home appliance,home_appliance.n.01,heater
appliance,appliance.n.01,home appliance,home_appliance.n.01,hotplate
appliance,appliance.n.01,home appliance,home_appliance.n.01,icemaker
appliance,appliance.n.01,home appliance,home_appliance.n.01,iron
appliance,appliance.n.01,home appliance,home_appliance.n.01,juicer
appliance,appliance.n.01,home appliance,home_appliance.n.01,lawnmower
appliance,appliance.n.01,home appliance,home_appliance.n.01,meat grinder
appliance,appliance.n.01,home appliance,home_appliance.n.01,microwave
appliance,appliance.n.01,home appliance,home_appliance.n.01,mixer
appliance,appliance.n.01,home appliance,home_appliance.n.01,oven
appliance,appliance.n.01,home appliance,home_appliance.n.01,refrigerator
appliance,appliance.n.01,home appliance,home_appliance.n.01,sewing machine
appliance,appliance.n.01,home appliance,home_appliance.n.01,soda fountain
appliance,appliance.n.01,home appliance,home_appliance.n.01,stove
appliance,appliance.n.01,home appliance,home_appliance.n.01,television
appliance,appliance.n.01,home appliance,home_appliance.n.01,thermostat
appliance,appliance.n.01,home appliance,home_appliance.n.01,toaster
appliance,appliance.n.01,home appliance,home_appliance.n.01,toaster oven
appliance,appliance.n.01,home appliance,home_appliance.n.01,vacuum
appliance,appliance.n.01,home appliance,home_appliance.n.01,waffle iron
appliance,appliance.n.01,home appliance,home_appliance.n.01,washing machine
appliance,appliance.n.01,home appliance,home_appliance.n.01,water cooler
appliance,appliance.n.01,home appliance,home_appliance.n.01,water heater
appliance,appliance.n.01,home appliance,home_appliance.n.01,wine cooler
decoration,decoration.n.01,home decor,decor.n.01,abacus
decoration,decoration.n.01,home decor,decor.n.01,album
decoration,decoration.n.01,home decor,decor.n.01,aquarium
decoration,decoration.n.01,home decor,decor.n.01,birdbath
decoration,decoration.n.01,home decor,decor.n.01,birdcage
decoration,decoration.n.01,home decor,decor.n.01,birdhouse
decoration,decoration.n.01,home decor,decor.n.01,bonsai
decoration,decoration.n.01,home decor,decor.n.01,candelabra
decoration,decoration.n.01,home decor,decor.n.01,candle
decoration,decoration.n.01,home decor,decor.n.01,candlestick
decoration,decoration.n.01,home decor,decor.n.01,centerpiece
decoration,decoration.n.01,home decor,decor.n.01,chandelier
decoration,decoration.n.01,home decor,decor.n.01,christmas tree
decoration,decoration.n.01,home decor,decor.n.01,coaster
decoration,decoration.n.01,home decor,decor.n.01,cornucopia
decoration,decoration.n.01,home decor,decor.n.01,crystal ball
decoration,decoration.n.01,home decor,decor.n.01,cuckoo clock
decoration,decoration.n.01,home decor,decor.n.01,curtain
decoration,decoration.n.01,home decor,decor.n.01,doily
decoration,decoration.n.01,home decor,decor.n.01,doorknocker
decoration,decoration.n.01,home decor,decor.n.01,figurine
decoration,decoration.n.01,home decor,decor.n.01,frame
decoration,decoration.n.01,home decor,decor.n.01,globe
decoration,decoration.n.01,home decor,decor.n.01,gourd
decoration,decoration.n.01,home decor,decor.n.01,hourglass
decoration,decoration.n.01,home decor,decor.n.01,lamp
decoration,decoration.n.01,home decor,decor.n.01,lampshade
decoration,decoration.n.01,home decor,decor.n.01,mirror
decoration,decoration.n.01,home decor,decor.n.01,pillow
decoration,decoration.n.01,home decor,decor.n.01,pinecone
decoration,decoration.n.01,home decor,decor.n.01,pinwheel
decoration,decoration.n.01,home decor,decor.n.01,place mat
decoration,decoration.n.01,home decor,decor.n.01,poster
decoration,decoration.n.01,home decor,decor.n.01,potpourri
decoration,decoration.n.01,home decor,decor.n.01,rug
decoration,decoration.n.01,home decor,decor.n.01,scarecrow
decoration,decoration.n.01,home decor,decor.n.01,stained glass
decoration,decoration.n.01,home decor,decor.n.01,statue
decoration,decoration.n.01,home decor,decor.n.01,tapestry
decoration,decoration.n.01,home decor,decor.n.01,terrarium
decoration,decoration.n.01,home decor,decor.n.01,vase
decoration,decoration.n.01,home decor,decor.n.01,wallpaper
decoration,decoration.n.01,home decor,decor.n.01,weather vane
decoration,decoration.n.01,home decor,decor.n.01,wind chimes
decoration,decoration.n.01,home decor,decor.n.01,wreath
animal,animal.n.01,insect,insect.n.01,ant
animal,animal.n.01,insect,insect.n.01,bee
animal,animal.n.01,insect,insect.n.01,beetle
animal,animal.n.01,insect,insect.n.01,bug
animal,animal.n.01,insect,insect.n.01,butterfly
animal,animal.n.01,insect,insect.n.01,caterpillar
animal,animal.n.01,insect,insect.n.01,cockroach
animal,animal.n.01,insect,insect.n.01,dragonfly
animal,animal.n.01,insect,insect.n.01,earwig
animal,animal.n.01,insect,insect.n.01,fly
animal,animal.n.01,insect,insect.n.01,grasshopper
animal,animal.n.01,insect,insect.n.01,ladybug
animal,animal.n.01,insect,insect.n.01,lightning bug
animal,animal.n.01,insect,insect.n.01,mosquito
animal,animal.n.01,insect,insect.n.01,moth
animal,animal.n.01,insect,insect.n.01,praying mantis
animal,animal.n.01,insect,insect.n.01,wasp
decoration,decoration.n.01,jewelry,jewelry.n.01,anklet
decoration,decoration.n.01,jewelry,jewelry.n.01,barrette
decoration,decoration.n.01,jewelry,jewelry.n.01,bracelet
decoration,decoration.n.01,jewelry,jewelry.n.01,brooch
decoration,decoration.n.01,jewelry,jewelry.n.01,crown
decoration,decoration.n.01,jewelry,jewelry.n.01,cufflink
decoration,decoration.n.01,jewelry,jewelry.n.01,earring
decoration,decoration.n.01,jewelry,jewelry.n.01,hairpin
decoration,decoration.n.01,jewelry,jewelry.n.01,jewelry
decoration,decoration.n.01,jewelry,jewelry.n.01,locket
decoration,decoration.n.01,jewelry,jewelry.n.01,necklace
decoration,decoration.n.01,jewelry,jewelry.n.01,pocket watch
decoration,decoration.n.01,jewelry,jewelry.n.01,ring
decoration,decoration.n.01,jewelry,jewelry.n.01,tiara
decoration,decoration.n.01,jewelry,jewelry.n.01,watch
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,blender
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,burner
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,coffeemaker
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,cooker
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,dishwasher
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,food processor
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,freezer
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,hotplate
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,icemaker
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,juicer
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,microwave
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,mixer
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,oven
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,refrigerator
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,slicer
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,stove
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,toaster
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,toaster oven
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,waffle iron
home appliance,home_appliance.n.01,kitchen appliance,kitchen_appliance.n.01,water filter
tool,tool.n.01,kitchen tool,-,bottle opener
tool,tool.n.01,kitchen tool,-,can opener
tool,tool.n.01,kitchen tool,-,cleaver
tool,tool.n.01,kitchen tool,-,corkscrew
tool,tool.n.01,kitchen tool,-,eggbeater
tool,tool.n.01,kitchen tool,-,funnel
tool,tool.n.01,kitchen tool,-,grater
tool,tool.n.01,kitchen tool,-,grinder
tool,tool.n.01,kitchen tool,-,icepick
tool,tool.n.01,kitchen tool,-,juicer
tool,tool.n.01,kitchen tool,-,kettle
tool,tool.n.01,kitchen tool,-,knife
tool,tool.n.01,kitchen tool,-,ladle
tool,tool.n.01,kitchen tool,-,measuring cup
tool,tool.n.01,kitchen tool,-,nutcracker
tool,tool.n.01,kitchen tool,-,peeler
tool,tool.n.01,kitchen tool,-,pepper mill
tool,tool.n.01,kitchen tool,-,rolling pin
tool,tool.n.01,kitchen tool,-,scoop
tool,tool.n.01,kitchen tool,-,sifter
tool,tool.n.01,kitchen tool,-,skewer
tool,tool.n.01,kitchen tool,-,spatula
tool,tool.n.01,kitchen tool,-,spoon
tool,tool.n.01,kitchen tool,-,strainer
tool,tool.n.01,kitchen tool,-,timer
tool,tool.n.01,kitchen tool,-,tongs
tool,tool.n.01,kitchen tool,-,whisk
equipment,equipment.n.01,lighting,lighting.n.02,candelabra
equipment,equipment.n.01,lighting,lighting.n.02,candle
equipment,equipment.n.01,lighting,lighting.n.02,chandelier
equipment,equipment.n.01,lighting,lighting.n.02,flashbulb
equipment,equipment.n.01,lighting,lighting.n.02,flashlight
equipment,equipment.n.01,lighting,lighting.n.02,headlamp
equipment,equipment.n.01,lighting,lighting.n.02,headlight
equipment,equipment.n.01,lighting,lighting.n.02,lamp
equipment,equipment.n.01,lighting,lighting.n.02,lantern
equipment,equipment.n.01,lighting,lighting.n.02,lightbulb
equipment,equipment.n.01,lighting,lighting.n.02,lighter
equipment,equipment.n.01,lighting,lighting.n.02,match
equipment,equipment.n.01,lighting,lighting.n.02,penlight
equipment,equipment.n.01,lighting,lighting.n.02,streetlight
equipment,equipment.n.01,lighting,lighting.n.02,taillight
equipment,equipment.n.01,lighting,lighting.n.02,torch
vertebrate,vertebrate.n.01,mammal,mammal.n.01,aardvark
vertebrate,vertebrate.n.01,mammal,mammal.n.01,alpaca
vertebrate,vertebrate.n.01,mammal,mammal.n.01,anteater
vertebrate,vertebrate.n.01,mammal,mammal.n.01,antelope
vertebrate,vertebrate.n.01,mammal,mammal.n.01,badger
vertebrate,vertebrate.n.01,mammal,mammal.n.01,bat
vertebrate,vertebrate.n.01,mammal,mammal.n.01,bear
vertebrate,vertebrate.n.01,mammal,mammal.n.01,beaver
vertebrate,vertebrate.n.01,mammal,mammal.n.01,bison
vertebrate,vertebrate.n.01,mammal,mammal.n.01,boar
vertebrate,vertebrate.n.01,mammal,mammal.n.01,bull
vertebrate,vertebrate.n.01,mammal,mammal.n.01,calf
vertebrate,vertebrate.n.01,mammal,mammal.n.01,camel
vertebrate,vertebrate.n.01,mammal,mammal.n.01,cat
vertebrate,vertebrate.n.01,mammal,mammal.n.01,cheetah
vertebrate,vertebrate.n.01,mammal,mammal.n.01,chihuahua
vertebrate,vertebrate.n.01,mammal,mammal.n.01,chinchilla
vertebrate,vertebrate.n.01,mammal,mammal.n.01,chipmunk
vertebrate,vertebrate.n.01,mammal,mammal.n.01,cougar
vertebrate,vertebrate.n.01,mammal,mammal.n.01,cow
vertebrate,vertebrate.n.01,mammal,mammal.n.01,coyote
vertebrate,vertebrate.n.01,mammal,mammal.n.01,dalmatian
vertebrate,vertebrate.n.01,mammal,mammal.n.01,deer
vertebrate,vertebrate.n.01,mammal,mammal.n.01,dog
vertebrate,vertebrate.n.01,mammal,mammal.n.01,dolphin
vertebrate,vertebrate.n.01,mammal,mammal.n.01,donkey
vertebrate,vertebrate.n.01,mammal,mammal.n.01,elephant
vertebrate,vertebrate.n.01,mammal,mammal.n.01,ferret
vertebrate,vertebrate.n.01,mammal,mammal.n.01,fox
vertebrate,vertebrate.n.01,mammal,mammal.n.01,gazelle
vertebrate,vertebrate.n.01,mammal,mammal.n.01,giraffe
vertebrate,vertebrate.n.01,mammal,mammal.n.01,goat
vertebrate,vertebrate.n.01,mammal,mammal.n.01,gopher
vertebrate,vertebrate.n.01,mammal,mammal.n.01,gorilla
vertebrate,vertebrate.n.01,mammal,mammal.n.01,groundhog
vertebrate,vertebrate.n.01,mammal,mammal.n.01,guinea pig
vertebrate,vertebrate.n.01,mammal,mammal.n.01,hamster
vertebrate,vertebrate.n.01,mammal,mammal.n.01,hedgehog
vertebrate,vertebrate.n.01,mammal,mammal.n.01,hippopotamus
vertebrate,vertebrate.n.01,mammal,mammal.n.01,horse
vertebrate,vertebrate.n.01,mammal,mammal.n.01,hyena
vertebrate,vertebrate.n.01,mammal,mammal.n.01,kangaroo
vertebrate,vertebrate.n.01,mammal,mammal.n.01,kitten
vertebrate,vertebrate.n.01,mammal,mammal.n.01,koala
vertebrate,vertebrate.n.01,mammal,mammal.n.01,lamb
vertebrate,vertebrate.n.01,mammal,mammal.n.01,leopard
vertebrate,vertebrate.n.01,mammal,mammal.n.01,lion
vertebrate,vertebrate.n.01,mammal,mammal.n.01,llama
vertebrate,vertebrate.n.01,mammal,mammal.n.01,manatee
vertebrate,vertebrate.n.01,mammal,mammal.n.01,meerkat
vertebrate,vertebrate.n.01,mammal,mammal.n.01,mole
vertebrate,vertebrate.n.01,mammal,mammal.n.01,mongoose
vertebrate,vertebrate.n.01,mammal,mammal.n.01,monkey
vertebrate,vertebrate.n.01,mammal,mammal.n.01,moose
vertebrate,vertebrate.n.01,mammal,mammal.n.01,mouse
vertebrate,vertebrate.n.01,mammal,mammal.n.01,orangutan
vertebrate,vertebrate.n.01,mammal,mammal.n.01,otter
vertebrate,vertebrate.n.01,mammal,mammal.n.01,panda
vertebrate,vertebrate.n.01,mammal,mammal.n.01,panther
vertebrate,vertebrate.n.01,mammal,mammal.n.01,pig
vertebrate,vertebrate.n.01,mammal,mammal.n.01,piglet
vertebrate,vertebrate.n.01,mammal,mammal.n.01,platypus
vertebrate,vertebrate.n.01,mammal,mammal.n.01,polar bear
vertebrate,vertebrate.n.01,mammal,mammal.n.01,pony
vertebrate,vertebrate.n.01,mammal,mammal.n.01,poodle
vertebrate,vertebrate.n.01,mammal,mammal.n.01,porcupine
vertebrate,vertebrate.n.01,mammal,mammal.n.01,possum
vertebrate,vertebrate.n.01,mammal,mammal.n.01,pug
vertebrate,vertebrate.n.01,mammal,mammal.n.01,puppy
vertebrate,vertebrate.n.01,mammal,mammal.n.01,rabbit
vertebrate,vertebrate.n.01,mammal,mammal.n.01,raccoon
vertebrate,vertebrate.n.01,mammal,mammal.n.01,ram
vertebrate,vertebrate.n.01,mammal,mammal.n.01,rat
vertebrate,vertebrate.n.01,mammal,mammal.n.01,reindeer
vertebrate,vertebrate.n.01,mammal,mammal.n.01,rhinoceros
vertebrate,vertebrate.n.01,mammal,mammal.n.01,seal
vertebrate,vertebrate.n.01,mammal,mammal.n.01,sheep
vertebrate,vertebrate.n.01,mammal,mammal.n.01,skunk
vertebrate,vertebrate.n.01,mammal,mammal.n.01,sloth
vertebrate,vertebrate.n.01,mammal,mammal.n.01,squirrel
vertebrate,vertebrate.n.01,mammal,mammal.n.01,tiger
vertebrate,vertebrate.n.01,mammal,mammal.n.01,walrus
vertebrate,vertebrate.n.01,mammal,mammal.n.01,warthog
vertebrate,vertebrate.n.01,mammal,mammal.n.01,weasel
vertebrate,vertebrate.n.01,mammal,mammal.n.01,whale
vertebrate,vertebrate.n.01,mammal,mammal.n.01,wolf
vertebrate,vertebrate.n.01,mammal,mammal.n.01,yak
vertebrate,vertebrate.n.01,mammal,mammal.n.01,zebra
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,bandage
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,bedpan
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,brace
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,cane
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,crutch
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,defibrillator
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,eye patch
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,eyedropper
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,first-aid kit
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,gauze
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,gurney
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,hearing aid
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,ice pack
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,inhaler
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,penlight
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,pillbox
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,plaster cast
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,scalpel
instrument,instrument.n.01,medical equipment,medical_instrument.n.01,sling
