premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,wrap,yes,0.8009691834449768,high,food,wrap
weapon,bazooka,yes,0.710559606552124,high,weapons,bazookas
electronic device,crayfish,no,0.11611925065517426,low,electronic devices,crayfish
seafood,croissant,no,0.8448809385299683,high,seafood,croissants
food,mussel,yes,0.6936340928077698,high,food,mussels
mammal,mole,yes,0.9126342535018921,high,mammals,moles
medical equipment,insole,no,0.622783362865448,high,medical equipment,insoles
tool,coil,yes,0.8297730088233948,high,tools,coils
tool,sword,no,0.8203224539756775,high,tools,swords
food,ice-cream cone,yes,0.6996234059333801,high,food,ice-cream cones
animal,knob,no,0.11959175765514374,low,animals,knobs
jewelry,nail polish,no,0.8702285885810852,high,jewelry,nail polish
food,raspberry,yes,0.7892541289329529,high,food,raspberries
food,aloe,no,0.5250586271286011,high,food,aloe
animal,incubator,no,0.48520010709762573,high,animals,incubators
clothing,jacket,yes,0.871551513671875,high,clothing,jackets
container,mango,no,0.11419328302145004,low,containers,mangoes
mammal,cougar,yes,0.9183427095413208,high,mammals,cougars
auto part,rearview mirror,yes,0.6625886559486389,high,auto parts,rearview mirrors
tool,doorknocker,yes,0.7563791871070862,high,tools,doorknockers
kitchen equipment,toad,no,0.082304947078228,low,kitchen equipment,toads
electronic device,computer,yes,0.7871657013893127,high,electronic devices,computers
vegetable,pomegranate,no,0.8561003804206848,high,vegetables,pomegranates
vehicle,speedboat,yes,0.8640965819358826,high,vehicles,speedboats
food,hash,yes,0.8037772178649902,high,food,hash browns
game,checkers,yes,0.9125919938087463,high,games,checkers
food,baklava,yes,0.8060006499290466,high,food,baklavas
animal,sea urchin,no,0.6382907629013062,high,animals,sea urchins
weapon,sledgehammer,no,0.7439989447593689,high,weapons,sledgehammers
mammal,rim,no,0.09956201165914536,low,mammals,rims
vehicle,station wagon,yes,0.8619205355644226,high,vehicles,station wagons
food,thermometer,no,0.1359165608882904,low,food,thermometers
fruit,polygraph,no,0.08611331880092621,low,fruits,polygraphs
animal,toothbrush,no,0.11936099082231522,low,animals,toothbrushes
headwear,face mask,no,0.7976488471031189,high,headwear,face masks
headwear,fur coat,no,0.7947378754615784,high,headwear,fur coats
women's clothing,turtleneck,no,0.9002376198768616,high,women's clothes,turtlenecks
vehicle,chariot,yes,0.7831166982650757,high,vehicles,chariots
fruit,penlight,no,0.08697884529829025,low,fruits,penlights
container,trunk,yes,0.750159740447998,high,containers,trunks
plant,asparagus,yes,0.8727605938911438,high,plants,asparagus
food,eclair,yes,0.7661251425743103,high,food,eclairs
animal,organ,no,0.12247701734304428,low,animals,organs
food,hotdog,yes,0.7786998748779297,high,food,hotdogs
fruit,cornucopia,no,0.8983542919158936,high,fruits,cornucopias
vehicle,golf cart,yes,0.8892087936401367,high,vehicles,golf carts
medical equipment,hearing aid,yes,0.6836925745010376,high,medical equipment,hearing aids
protective clothing,glove,yes,0.68394535779953,high,protective clothing,gloves
animal,bin,no,0.11756045371294022,low,animals,bins
animal,turkey,yes,0.8463805913925171,high,animals,turkeys
office supply,tape,yes,0.7236515283584595,high,office supplies,tapes
kitchen tool,rattlesnake,no,0.09803969413042068,low,kitchen tools,rattlesnakes
kitchen tool,cleaver,yes,0.758378803730011,high,kitchen tools,cleavers
garden tool,saw,yes,0.8451699614524841,high,garden tools,saws
animal,scrabble,no,0.12295135855674744,low,animals,scrabble
tool,tape measure,yes,0.8951637148857117,high,tools,tape measures
tool,razor blade,no,0.7432242631912231,high,tools,razor blades
musical instrument,gavel,no,0.6914167404174805,high,musical instruments,gavels
toiletry,soap,yes,0.6489085555076599,high,toiletries,soaps
container,mushroom,no,0.11012522876262665,low,containers,mushrooms
food,cracker,yes,0.7786388993263245,high,food,crackers
vegetable,chive,yes,0.8783443570137024,high,vegetables,chives
animal,tarantula,yes,0.8579603433609009,high,animals,tarantulas
kitchen equipment,blender,yes,0.8236426711082458,high,kitchen equipment,blenders
office supply,rack,no,0.708621621131897,high,office supplies,racks
toiletry,flatiron,yes,0.6666774749755859,high,toiletries,flatirons
food,cardigan,no,0.14055712521076202,low,food,cardigans
container,box,yes,0.713088870048523,high,containers,boxes
sea animal,slug,no,0.7979667782783508,high,sea animals,slugs
water vehicle,jetski,yes,0.946503758430481,high,water vehicles,jetskis
food,juicer,no,0.7127715945243835,high,food,juicers
electronic device,cash machine,yes,0.7854242324829102,high,electronic devices,cash machines
school supply,alpaca,no,0.11392372101545334,low,school supplies,alpacas
container,zucchini,no,0.10807722806930542,low,containers,zucchini
tool,chain,yes,0.8241591453552246,high,tools,chains
vehicle,sunroof,no,0.7638518214225769,high,vehicles,sunroofs
furniture,bookshelf,yes,0.8083065152168274,high,furniture,bookshelves
sea animal,oyster,yes,0.736785352230072,high,sea animals,oysters
weapon,tank,yes,0.6580669283866882,high,weapons,tanks
container,beaker,yes,0.3608573079109192,low,containers,beakers
food,tomato,yes,0.7997105121612549,high,food,tomatoes
kitchen tool,coffee pot,no,0.7377720475196838,high,kitchen tools,coffee pots
food,salami,yes,0.7621658444404602,high,food,salami
vehicle,buggy,yes,0.8508396148681641,high,vehicles,buggies
accessory,corset,no,0.7968900203704834,high,accessories,corsets
protective clothing,spacesuit,yes,0.7690522074699402,high,protective clothing,spacesuits
medical equipment,sandwich,no,0.11897178739309311,low,medical equipment,sandwiches
dessert,gumdrop,no,0.881380021572113,high,desserts,gumdrops
home decor,nightstand,no,0.562128484249115,high,home decor,nightstands
vehicle,car door,no,0.8110726475715637,high,vehicles,car doors
furniture,lectern,yes,0.7411088943481445,high,furniture,lecterns
tool,punch,no,0.8541538715362549,high,tools,fruit punches
electronic device,moss,no,0.11709530651569366,low,electronic devices,mosses
clothing,hairnet,no,0.6958621144294739,high,clothing,hairnets
animal,squid,yes,0.6463090181350708,high,animals,squids
tool,omelet,no,0.0971539095044136,low,tools,omelets
vegetable,pogo stick,no,0.09574317187070847,low,vegetables,pogo sticks
container,bucket,yes,0.6407737135887146,low,containers,buckets
vegetable,jumpsuit,no,0.09549177438020706,low,vegetables,jumpsuits
water vehicle,jet,no,0.8524495363235474,high,water vehicles,jets
fastener,hamburger,no,0.1092047169804573,low,fasteners,hamburgers
bird,ladle,no,0.08654817938804626,low,birds,ladles
food,bamboo,no,0.4531230032444,high,food,bamboos
animal,piggy bank,no,0.5043683052062988,high,animals,piggy banks
animal,pig,yes,0.8798987865447998,high,animals,pigs
tool,pelican,no,0.09958869963884354,low,tools,pelicans
plant,bok choy,no,0.9096043109893799,high,plants,bok choys
food,ship,no,0.13912126421928406,low,food,ships
clothing,ham,no,0.1498057097196579,low,clothing,hams
mammal,squirrel,yes,0.915047287940979,high,mammals,squirrels
dessert,baklava,yes,0.8159008026123047,low,desserts,baklavas
jewelry,tiara,yes,0.9415750503540039,high,jewelry,tiaras
clothing,glove,yes,0.6393894553184509,high,clothing,gloves
food,muffin,yes,0.7867009043693542,high,food,muffins
condiment,parfait,no,0.8084992170333862,high,condiments,parfaits
food,ballot box,no,0.14764635264873505,low,food,ballot boxes
livestock,chipmunk,no,0.9271957278251648,high,livestocks,chipmunks
food,cotton candy,no,0.7159481644630432,high,food,cotton candy
food,banana split,yes,0.7766806483268738,high,food,banana splits
animal,bison,yes,0.8714444041252136,high,animals,bisons
clothing,pillow,no,0.6567555665969849,high,clothing,pillows
office supply,scissors,yes,0.7279825210571289,high,office supplies,scissors
mammal,cabinet,no,0.10148873180150986,low,mammals,cabinets
animal,elephant,yes,0.8749257326126099,high,animals,elephants
tool,jump rope,no,0.749963104724884,high,tools,jump ropes
food,mustard,yes,0.7688313722610474,high,food,mustard
electronic device,waffle iron,yes,0.6740589141845703,high,electronic devices,waffle irons
plant,copier,no,0.0827905461192131,low,plants,copiers
footwear,sock,yes,0.9482589364051819,high,footwear,socks
electronic device,cd player,no,0.7991124987602234,high,electronic devices,cd players
tool,safety pin,no,0.8766286373138428,high,tools,safety pins
mammal,tiger,yes,0.9071940779685974,high,mammals,tigers
tool,iguana,no,0.0977388322353363,low,tools,iguanas
accessory,slug,no,0.14340358972549438,low,accessories,slugs
tool,hubcap,no,0.768007218837738,high,tools,hubcaps
breakfast,bagel,yes,0.8436650633811951,low,breakfasts,bagels
animal,mouse,yes,0.8903387784957886,high,animals,mice
container,station wagon,no,0.7126718163490295,high,containers,station wagons
seafood,crayfish,yes,0.8137573599815369,high,seafood,crayfish
container,tiger,no,0.10482959449291229,low,containers,tigers
medical equipment,clipper,no,0.6196339130401611,high,medical equipment,clippers
sea animal,briefcase,no,0.10397413372993469,low,sea animals,briefcases
insect,whisk,no,0.10314641147851944,low,insects,whisks
office supply,pug,no,0.10358774662017822,low,office supplies,pugs
clothing,swimsuit,yes,0.8003395795822144,high,clothing,swimsuits
animal,nail clippers,no,0.11736834049224854,low,animals,nail clippers
fastener,cilantro,no,0.1102091372013092,low,fasteners,cilantro
tool,penlight,yes,0.6622641682624817,low,tools,penlights
medical equipment,bandage,yes,0.5906208753585815,high,medical equipment,bandages
animal,teddy bear,no,0.5122460126876831,high,animals,teddy bears
game,thumbtack,no,0.8495833873748779,high,games,thumbtacks
toy,rocking horse,yes,0.6622191071510315,low,toys,rocking horses
tool,sledgehammer,yes,0.9165794253349304,high,tools,sledgehammers
auto part,chive,no,0.09284070879220963,low,auto parts,chives
tool,cord,yes,0.6478192210197449,low,tools,cords
auto part,jeep,no,0.8298077583312988,high,auto parts,jeeps
toy,scrabble,no,0.7220754027366638,high,toys,scrabble
weapon,cranberry,no,0.12449059635400772,low,weapons,cranberries
vehicle,potato,no,0.10901054739952087,low,vehicles,potatoes
breakfast,enchilada,no,0.892305850982666,high,breakfasts,enchiladas
fruit,apple,yes,0.8516460657119751,high,fruits,apples
auto part,sunroof,yes,0.7287784218788147,high,auto parts,sunroofs
dessert,donut,yes,0.8222488164901733,low,desserts,donuts
electronic device,jukebox,yes,0.6639440059661865,high,electronic devices,jukeboxes
livestock,duck,yes,0.8910531997680664,high,livestocks,ducks
animal,computer screen,no,0.12147292494773865,low,animals,computer screens
animal,egg,no,0.40380072593688965,high,animals,eggs
livestock,washing machine,no,0.094552181661129,low,livestocks,washing machines
outerwear,snowsuit,yes,0.8729283809661865,high,outerwear,snowsuits
food,bowl,no,0.49236810207366943,high,food,bowls
women's clothing,tiara,yes,0.7737360596656799,low,women's clothes,tiaras
office supply,folder,yes,0.7844061851501465,high,office supplies,folders
food,razor,no,0.14110752940177917,low,food,razors
animal,hamster,yes,0.8636358380317688,high,animals,hamsters
animal,cockatoo,yes,0.8655728101730347,high,animals,cockatoos
clothing,duffel bag,no,0.6352875828742981,high,clothing,duffel bags
electronic device,dashboard,no,0.6558027863502502,high,electronic devices,dashboards
food,mold,no,0.4504011273384094,high,food,molds
weapon,file,no,0.7692767977714539,high,weapons,files
animal,aardvark,yes,0.8807503581047058,high,animals,aardvarks
vegetable,latch,no,0.09502090513706207,low,vegetables,latches
clothing,polo shirt,yes,0.841214120388031,high,clothing,polo shirts
candy,raspberry,no,0.8626016974449158,high,candy,raspberries
weapon,boomerang,yes,0.6689627170562744,high,weapons,boomerangs
toiletry,plunger,no,0.6511233448982239,high,toiletries,plungers
food,easter egg,no,0.6759337186813354,high,food,easter eggs
mammal,dalmatian,yes,0.9192671775817871,high,mammals,dalmatians
toiletry,eyeliner,yes,0.7355859875679016,high,toiletries,eyeliners
weapon,screw,no,0.752455472946167,high,weapons,screws
furniture,sofa bed,yes,0.8406903147697449,high,furniture,sofa beds
fastener,lock,yes,0.6510089039802551,low,fasteners,locks
vegetable,windshield wiper,no,0.0953565165400505,low,vegetables,windshield wipers
vegetable,cornucopia,no,0.8476543426513672,high,vegetables,cornucopias
container,pudding,no,0.10530147701501846,low,containers,pudding
plant,star fruit,no,0.8649296760559082,high,plants,star fruits
container,bin,yes,0.7441413402557373,high,containers,bins
fruit,berry,yes,0.8927443623542786,high,fruits,berries
school supply,eraser,yes,0.7849225997924805,high,school supplies,erasers
food,zucchini,yes,0.7564825415611267,high,food,zucchini
clothing,leek,no,0.1578565537929535,low,clothing,leeks
food,scrambled egg,yes,0.8051780462265015,high,food,scrambled eggs
food,soup,yes,0.7672693133354187,high,food,soups
fastener,bow,yes,0.4857890009880066,low,fasteners,bow
tool,caterpillar,no,0.09590651839971542,low,tools,caterpillars
mammal,monkey,yes,0.8967317938804626,high,mammals,monkeys
water vehicle,cashew,no,0.0998946875333786,low,water vehicles,cashews
garden tool,shears,yes,0.9041295647621155,high,garden tools,shears
animal,ottoman,no,0.12264372408390045,low,animals,ottoman
animal,artichoke,no,0.4574534595012665,high,animals,artichokes
medical equipment,cranberry,no,0.11871112883090973,low,medical equipment,cranberries
tool,ratchet,yes,0.883240818977356,high,tools,ratchets
weapon,razor blade,yes,0.625746488571167,high,weapons,razor blades
home decor,scarecrow,yes,0.44823360443115234,low,home decor,scarecrows
musical instrument,microphone,no,0.8571032881736755,high,musical instruments,microphones
fastener,scissors,no,0.7205213904380798,high,fasteners,scissors
clothing,armor,yes,0.5916329026222229,low,clothing,armor
food,lamb chop,yes,0.7890899181365967,high,food,lamb chops
bird,hummingbird,yes,0.9344114065170288,high,birds,hummingbirds
toy,skateboard,yes,0.4402480125427246,low,toys,skateboards
water vehicle,peanut butter,no,0.10023406147956848,low,water vehicles,peanut butter
musical instrument,tape recorder,no,0.7000594139099121,high,musical instruments,tape recorders
mammal,guinea pig,yes,0.9150551557540894,high,mammals,guinea pigs
food,kebab,yes,0.7701568603515625,high,food,kebabs
animal,duck,yes,0.8719499707221985,high,animals,ducks
tool,metal detector,no,0.7199574112892151,high,tools,metal detectors
candy,straightjacket,no,0.08732939511537552,low,candy,straightjackets
plant,tree,yes,0.8800730109214783,high,plants,trees
vehicle,canoe,yes,0.8105995655059814,high,vehicles,canoes
home decor,pinwheel,yes,0.5009589791297913,low,home decor,pinwheels
medical equipment,hearing aid,no,0.6836925745010376,high,medical equipment,hearing aids
office supply,notepad,yes,0.7850232124328613,high,office supplies,notepads
water vehicle,speedboat,yes,0.9444971680641174,high,water vehicles,speedboats
breakfast,bacon,yes,0.8525998592376709,low,breakfasts,bacon
food,cornbread,yes,0.7961610555648804,high,food,cornbread
school supply,guinea pig,no,0.11399809271097183,low,school supplies,guinea pigs
food,licorice,yes,0.7059931755065918,high,food,licorice
garden tool,rake,yes,0.8244791030883789,high,garden tools,rakes
electronic device,spinach,no,0.11500450223684311,low,electronic devices,spinach
container,cashew,no,0.1052631065249443,low,containers,cashews
musical instrument,turntable,no,0.7434742450714111,high,musical instruments,turntables
container,stew,no,0.10759237408638,low,containers,stew
toy,ball,yes,0.8003989458084106,high,toys,balls
food,brussels sprouts,yes,0.8069434762001038,high,food,brussels sprouts
animal,pigeon,yes,0.8728342652320862,high,animals,pigeons
tool,toolbox,no,0.8885524272918701,high,tools,toolboxes
animal,gazelle,yes,0.8849077820777893,high,animals,gazelles
tool,paintbrush,yes,0.6792879104614258,high,tools,paintbrushes
electronic device,incubator,yes,0.4323270618915558,high,electronic devices,incubators
protective clothing,apron,yes,0.7692282199859619,high,protective clothing,aprons
plant,jalapeno,no,0.9031283855438232,high,plants,jalapenoes
tool,spaghetti,no,0.0996270701289177,low,tools,spaghetti
outerwear,hoodie,no,0.8986571431159973,high,outerwear,hoodies
insect,slug,no,0.8947176933288574,high,insects,slugs
animal,earwig,yes,0.8177957534790039,high,animals,earwigs
tool,marker,yes,0.5110505819320679,low,tools,markers
footwear,rollerblade,yes,0.9187411069869995,high,footwear,rollerblades
seafood,catfish,yes,0.7198686599731445,high,seafood,catfish
fruit,hovercraft,no,0.08717218041419983,low,fruits,hovercrafts
tool,oilcan,no,0.709036648273468,high,tools,oilcans
drink,squirrel,no,0.11505424231290817,low,drinks,squirrels
food,cabbage,yes,0.7588683366775513,high,food,cabbages
auto part,piglet,no,0.09399817883968353,low,auto parts,piglets
kitchen equipment,dog,no,0.08215627074241638,low,kitchen equipment,dogs
toy,jigsaw puzzle,no,0.7884886264801025,high,toys,jigsaw puzzles
vehicle,school bus,yes,0.8805460333824158,high,vehicles,school buses
clothing,boa,yes,0.8176315426826477,high,clothing,boas
clothing,guacamole,no,0.1525687724351883,low,clothing,guacamole
office supply,marker,no,0.746463418006897,high,office supplies,markers
sea animal,fish,yes,0.8734735250473022,high,sea animals,fish
home decor,crown,no,0.5646734237670898,high,home decor,crowns
furniture,cardinal,no,0.11544754356145859,low,furniture,cardinals
accessory,bok choy,no,0.1413498967885971,low,accessories,bok choys
sea animal,computer screen,no,0.10538213700056076,low,sea animals,computer screens
clothing,pistachio,no,0.154824361205101,low,clothing,pistachios
tool,backscratcher,yes,0.7524375319480896,high,tools,backscratchers
breakfast,baklava,no,0.8809994459152222,high,breakfasts,baklavas
protective clothing,overalls,yes,0.8012505173683167,high,protective clothing,overalls
tool,razor,yes,0.756114661693573,high,tools,razors
plant,cilantro,yes,0.9582158327102661,high,plants,cilantro
animal,duffel bag,no,0.11572954803705215,low,animals,duffel bags
food,pea,yes,0.7988157868385315,high,food,peas
food,wok,no,0.49313998222351074,high,food,woks
medical equipment,swab,yes,0.6556383967399597,high,medical equipment,swabs
animal,owl,yes,0.8650549650192261,high,animals,owls
fastener,coil,no,0.7092896699905396,high,fasteners,coils
vegetable,stereo,no,0.09686336666345596,low,vegetables,stereos
kitchen equipment,freezer,yes,0.7811912298202515,high,kitchen equipment,freezers
tool,axe,yes,0.8836681842803955,high,tools,axes
game,scrabble,yes,0.9037986397743225,high,games,scrabble
game,chalk,no,0.861726701259613,high,games,chalks
food,cookie,yes,0.7887654304504395,high,food,cookies
fastener,gasket,yes,0.6717106103897095,low,fasteners,gaskets
musical instrument,jukebox,no,0.8043149709701538,high,musical instruments,jukeboxes
auto part,steering wheel,no,0.8277729749679565,high,auto parts,steering wheels
food,chickpea,yes,0.767622172832489,high,food,chickpeas
container,cornbread,no,0.10798557847738266,low,containers,cornbread
home decor,throne,no,0.5987677574157715,high,home decor,thrones
dessert,rearview mirror,no,0.09323887526988983,low,desserts,rearview mirrors
vegetable,kale,yes,0.8042423725128174,high,vegetables,kale
tool,pigeon,no,0.095428466796875,low,tools,pigeons
toiletry,nail file,no,0.7381239533424377,high,toiletries,nail files
mammal,poodle,yes,0.9089122414588928,high,mammals,poodles
food,gourd,no,0.7685146331787109,high,food,gourds
drink,glass,no,0.9031528830528259,high,drinks,glasses
tool,squirrel,no,0.09471521526575089,low,tools,squirrels
kitchen tool,strainer,yes,0.7736848592758179,high,kitchen tools,strainers
mammal,antelope,yes,0.9281882643699646,high,mammals,antelopes
office supply,punch,yes,0.7058617472648621,high,office supplies,fruit punches
clothing,headscarf,yes,0.8406425714492798,high,clothing,headscarves
women's clothing,quiche,no,0.15149955451488495,low,women's clothes,quiches
water vehicle,yacht,yes,0.9646252393722534,high,water vehicles,yachts
tool,ant,no,0.09693198651075363,low,tools,ants
furniture,bench,yes,0.7145769596099854,high,furniture,benches
food,cereal,yes,0.7895245552062988,high,food,cereals
animal,rooster,yes,0.8709720373153687,high,animals,roosters
tool,hinge,yes,0.8242614269256592,high,tools,hinges
electronic device,copier,yes,0.7782385945320129,high,electronic devices,copiers
container,pillbox,yes,0.3136180639266968,low,containers,pillboxes
home decor,lobster,no,0.19600237905979156,low,home decor,lobsters
container,bowl,yes,0.23462821543216705,low,containers,bowls
mammal,duckling,no,0.9063790440559387,high,mammals,ducklings
food,star fruit,no,0.7069392800331116,high,food,star fruits
fruit,lemon,yes,0.9058855175971985,high,fruits,lemons
fastener,zipper,yes,0.7212327122688293,high,fasteners,zippers
seafood,hammer,no,0.08515564352273941,low,seafood,hammers
food,tomato sauce,yes,0.7782876491546631,high,food,tomato sauce
tool,pipe,no,0.8139896988868713,high,tools,pipes
plant,switch,no,0.08343646675348282,low,plants,switches
game,computer,yes,0.512021005153656,low,games,computers
bird,owl,yes,0.8993405699729919,high,birds,owls
bird,toucan,yes,0.9443268179893494,high,birds,toucans
insect,beetle,yes,0.9243680834770203,high,insects,beetles
container,purse,yes,0.3178413212299347,low,containers,purses
food,canoe,no,0.1409783810377121,low,food,canoes
fastener,tape,yes,0.616199254989624,low,fasteners,tapes
mammal,gorilla,yes,0.9164157509803772,high,mammals,gorillas
auto part,watermelon,no,0.09379725903272629,low,auto parts,watermelons
toy,toy,yes,1.0,high,toys,toys
clothing,belt,yes,0.6530027985572815,high,clothing,belts
clothing,hotdog,no,0.15120398998260498,low,clothing,hotdogs
animal,saw,no,0.11808110773563385,low,animals,saws
animal,clam,yes,0.5308526158332825,high,animals,clams
accessory,spareribs,no,0.14387893676757812,low,accessories,spareribs
container,flyswatter,no,0.7006511688232422,high,containers,flyswatters
food,cocktail,no,0.6209893226623535,high,food,cocktails
dessert,ice cream,no,0.9088259935379028,high,desserts,ice creams
bird,pheasant,yes,0.921636164188385,high,birds,pheasants
home decor,aquarium,yes,0.4466419816017151,low,home decor,aquariums
water vehicle,gondola,yes,0.9050185084342957,high,water vehicles,gondolas
plant,orchid,yes,0.8491680026054382,high,plants,orchids
medical equipment,ice pack,yes,0.5269366502761841,high,medical equipment,ice packs
dessert,dessert,yes,1.0,high,desserts,desserts
headwear,football helmet,yes,0.6853441596031189,low,headwear,football helmets
footwear,iceskate,yes,0.9304271340370178,high,footwear,iceskates
office supply,highlighter,yes,0.6799885034561157,high,office supplies,highlighters
mammal,ferret,yes,0.9066663980484009,high,mammals,ferrets
animal,tadpole,yes,0.8246462941169739,high,animals,tadpoles
breakfast,face mask,no,0.1064373329281807,low,breakfasts,face masks
clothing,rollerblade,no,0.6411746144294739,high,clothing,rollerblades
food,omelet,yes,0.7984303832054138,high,food,omelets
animal,hatbox,no,0.11663126945495605,low,animals,hatboxes
medical equipment,scallop,no,0.11934240907430649,low,medical equipment,scallops
school supply,ruler,yes,0.7236960530281067,high,school supplies,rulers
food,ink,no,0.13611793518066406,low,food,ink
home decor,maggot,no,0.19674435257911682,low,home decor,maggots
bird,crow,yes,0.938243567943573,high,birds,crows
mammal,piglet,yes,0.9090946316719055,high,mammals,piglets
auto part,headrest,yes,0.6806840300559998,high,auto parts,headrests
clothing,straightjacket,yes,0.8211129307746887,high,clothing,straightjackets
container,tea,no,0.1082247868180275,low,containers,tea
animal,glasses,no,0.12233191728591919,low,animals,glasses
furniture,rocking chair,yes,0.8433218002319336,high,furniture,rocking chairs
toiletry,glue,no,0.6350806951522827,high,toiletries,glue
toy,toast,no,0.1354113221168518,low,toys,toast
auto part,taillight,yes,0.7790457606315613,high,auto parts,taillights
animal,sausage,no,0.491450697183609,high,animals,sausages
animal,speedometer,no,0.11589915305376053,low,animals,speedometers
tool,pastry,no,0.0987650528550148,low,tools,pastries
plant,bok choy,yes,0.9096043109893799,high,plants,bok choys
fastener,pedal,no,0.698826789855957,high,fasteners,pedals
outerwear,lab coat,yes,0.8158258199691772,high,outerwear,lab coats
sea animal,squid,yes,0.8396466970443726,high,sea animals,squids
clothing,walker,no,0.6865349411964417,high,clothing,walkers
weapon,dagger,yes,0.8309805989265442,high,weapons,daggers
musical instrument,squirrel,no,0.10840762406587601,low,musical instruments,squirrels
auto part,car door,no,0.8014874458312988,high,auto parts,car doors
dessert,ravioli,no,0.8463961482048035,high,desserts,ravioli
game,slot machine,yes,0.8060173988342285,low,games,slot machines
weapon,screwdriver,no,0.7481892108917236,high,weapons,screwdrivers
container,pot,yes,0.3290455639362335,low,containers,pots
headwear,oyster,no,0.15648627281188965,low,headwear,oysters
women's clothing,grain,no,0.15106146037578583,low,women's clothes,grains
food,projector,no,0.13197940587997437,low,food,projectors
toy,snowsuit,no,0.7670772075653076,high,toys,snowsuits
food,donut,yes,0.7990000247955322,high,food,donuts
insect,grasshopper,yes,0.9121680855751038,high,insects,grasshoppers
weapon,baseball bat,yes,0.7135297060012817,high,weapons,baseball bats
animal,boar,yes,0.8868545293807983,high,animals,boars
home decor,dumpling,no,0.1967199593782425,low,home decor,dumplings
fruit,seaplane,no,0.08538411557674408,low,fruits,seaplanes
fruit,machine gun,no,0.08597827702760696,low,fruits,machine guns
insect,caterpillar,yes,0.9051254987716675,high,insects,caterpillars
animal,reindeer,yes,0.8656344413757324,high,animals,reindeers
furniture,cot,yes,0.6656563878059387,high,furniture,cots
tool,jam,no,0.09621841460466385,low,tools,jams
breakfast,muffin,yes,0.8464829325675964,low,breakfasts,muffins
clothing,brace,no,0.7205914258956909,high,clothing,braces
animal,dandelion,no,0.49685877561569214,high,animals,dandelions
tool,daisy,no,0.09314516931772232,low,tools,daisies
vehicle,sailboat,yes,0.8291520476341248,high,vehicles,sailboats
mammal,rooster,no,0.9018135070800781,high,mammals,roosters
tool,hash,no,0.09797602146863937,low,tools,hash browns
toy,marker,no,0.8053158521652222,high,toys,markers
vehicle,cookie,no,0.1092737689614296,low,vehicles,cookies
kitchen equipment,juicer,yes,0.793254017829895,high,kitchen equipment,juicers
vehicle,taxi,yes,0.8739497661590576,high,vehicles,taxis
water vehicle,aircraft carrier,yes,0.9539779424667358,high,water vehicles,aircraft carriers
plant,rose,yes,0.8761183619499207,high,plants,roses
outerwear,overalls,yes,0.8838919997215271,high,outerwear,overalls
tool,screwdriver,yes,0.9336181879043579,high,tools,screwdrivers
food,wagon,no,0.14563822746276855,low,food,wagons
tool,duct,yes,0.6901088953018188,high,tools,ducts
furniture,kiwi,no,0.11566788703203201,low,furniture,kiwis
school supply,staple,no,0.6541637182235718,high,school supplies,staples
game,pinball,yes,0.834200918674469,low,games,pinballs
kitchen equipment,water filter,yes,0.8010150790214539,high,kitchen equipment,water filters
tool,spark plug,no,0.8245919942855835,high,tools,spark plugs
food,hot chocolate,no,0.7206842303276062,high,food,hot chocolate
vehicle,hubcap,no,0.7405964732170105,high,vehicles,hubcaps
animal,electric chair,no,0.11883535981178284,low,animals,electric chairs
women's clothing,stiletto,yes,0.8068163990974426,low,women's clothes,stilettoes
tool,windshield wiper,no,0.7229869365692139,high,tools,windshield wipers
tool,fountain pen,yes,0.6614800691604614,low,tools,fountain pens
dessert,sword,no,0.09396196156740189,low,desserts,swords
fastener,safety pin,no,0.788886547088623,high,fasteners,safety pins
water vehicle,submarine,yes,0.9381477236747742,high,water vehicles,submarines
medical equipment,pig,no,0.11804760247468948,low,medical equipment,pigs
mammal,shopping basket,no,0.10001539438962936,low,mammals,shopping baskets
sea animal,scallop,yes,0.5266216397285461,high,sea animals,scallops
animal,coral,yes,0.6178739070892334,high,animals,corals
clothing,skirt,yes,0.8292335867881775,high,clothing,skirts
food,flipper,no,0.12966333329677582,low,food,flippers
insect,mosquito,yes,0.9277951717376709,high,insects,mosquitoes
animal,camel,yes,0.8693670034408569,high,animals,camels
medical equipment,penlight,yes,0.611080527305603,high,medical equipment,penlights
footwear,boot,yes,0.9209309220314026,high,footwear,boots
weapon,slingshot,yes,0.6575484871864319,high,weapons,slingshots
food,buffet,yes,0.7915907502174377,high,food,buffets
electronic device,smoke alarm,yes,0.6482979655265808,high,electronic devices,smoke alarms
tool,wire cutters,no,0.8996710181236267,high,tools,wire cutters
container,duffel bag,yes,0.6604192852973938,low,containers,duffel bags
container,cup,yes,0.228154718875885,low,containers,cups
animal,wheat,no,0.46007031202316284,high,animals,wheat
plant,corn,yes,0.6338434815406799,low,plants,corn
vehicle,grille,no,0.7531328797340393,high,vehicles,grilles
headwear,lasagna,no,0.15595993399620056,low,headwear,lasagna
accessory,top hat,yes,0.7676745057106018,high,accessories,top hats
vegetable,asparagus,yes,0.8605800867080688,high,vegetables,asparagus
fruit,banana,yes,0.830159068107605,high,fruits,bananas
office supply,paperclip,yes,0.7534940838813782,high,office supplies,paperclips
animal,guinea pig,yes,0.87920743227005,high,animals,guinea pigs
container,wok,yes,0.3018399178981781,low,containers,woks
kitchen tool,fork,no,0.8041112422943115,high,kitchen tools,forks
